,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,4.293066035875487,-1.7533233289321328,0.9192283338213227,0.33610187115812545,0.003972391562991895,-1.0951937574906037,0.7216335074981259,0.5064050238578028,1.5697906363636696,0.8306095097122475,-0.3935445425933408,-1.1371030399772981,0.35764537092058135,-0.8773655500453152,-1.5539422410648636,0.18647235238078252,-1.215890750394709,0.4858666580264628,-0.20907726474875843,-0.1421357697082014,-0.15709900529666054,-0.1884761459960501,0.5831680097524115,-0.12978528073778442,-0.3406527490366916,3
1,4.243766684748435,-0.1847558141444945,1.8989332409658468,0.43210984739240577,0.22005111839180236,0.3910566283409536,-0.8097628482836465,1.7899574102449702,0.28344124250517355,1.7288325172620151,-0.48057740095284196,-1.487947090064606,-1.074702480665048,-0.10130918982312709,-0.19202331499139486,0.2799447564549753,-0.7076057136577324,0.714481119444748,0.9035753084058252,0.6144335280806499,0.49341429964623096,-0.27718570999146985,0.9346976649716807,0.36334515950120805,-0.7103136066688446,3
2,4.2832397272383,2.482751732981538,4.226552690851822,0.13250428516381926,-0.44684874166289124,-1.7964327894126966,-0.5380169385109403,1.0234285124144686,-1.2907771609776546,1.3560634203956585,-1.5831110328099158,0.6930254125516184,-1.5906780507860239,-1.5370994088424585,-1.3861406829925367,0.16258667045892317,0.134075390526182,-0.6060396949712783,0.3536854672292491,0.1983408910456652,0.22692202905566772,0.2673617285254767,0.38681423385778163,0.36839562010982524,0.6412416310465417,4
3,-1.057301016807946,0.967935810838382,2.6442709304225085,0.8814111498027922,-2.5803502528839903,1.3247583309419695,1.4784470397775986,-0.4875404893626947,-0.17418971846359765,-0.5844360530657364,-0.09434228480064266,-0.8262457587137328,0.2187342123650866,-0.30861126710009756,0.15245190063725006,0.05458216047721898,0.4687950966606447,-0.9784117250226698,-1.7723101242541413,-0.3844839597620747,0.16335118300601048,0.06683070097818114,0.6577420076391773,0.14546297285250911,-0.4697285114063812,3
4,4.118857999930386,5.827044114163021,-0.36811234167054874,1.3403831223583065,-0.022530652626059577,1.649780874647447,-1.9881695200843228,-0.9481905124306835,0.07589286115625882,1.4607040906714417,-0.7727446954606536,-1.4115928353959566,0.15055297409338986,-0.8586028201107232,1.6489083331077787,0.09341008117186433,-0.6021560813433411,0.4925089744801787,1.3313265001464336,0.7752740895375354,-0.8111293044252137,0.16124458204023873,0.3069353066320027,-0.36841969098616223,-0.12076657844315186,3
5,-6.321201912435884,-1.8926550997711487,1.0518608031668737,-1.0459812388350167,-1.0358012101073069,-1.1254986443528008,-0.4825456336665419,2.0137464975917316,-0.770935606793324,0.18844969090350183,-1.2415959035192965,2.085367989948205,-1.6619930225483461,1.4513279919296345,-0.8867506412902453,-0.7107375991381792,0.3910508009757112,-0.26572629597771513,-1.00292406047511,-1.1164972886698232,-0.2524315348624726,0.2278804369552564,0.2891279257970793,-0.4067574088071161,-0.03310518474950552,4
6,5.1466262347071225,4.462057919750971,-1.3804337855000868,0.5203892500978126,0.3043823918290989,-0.7349760780536998,-0.40289225427965825,1.077816188570293,0.5941467828419187,1.7647704405124847,-0.05465806226175063,-0.6817730849730249,-0.7291492847848471,-0.6164134860227675,1.3035629183061315,-0.7498195415897837,-0.2698411496517952,0.14614260444106497,0.6711022699097685,0.8339473315887505,-0.6757636410271233,-0.0899931110468333,0.3249431646744139,-0.3824736539069874,-0.18323233964755714,3
7,-6.405666998647063,3.7952961085225176,-0.10723825938082232,-0.3797643219509918,-0.6318571512424924,-1.990580135042006,-2.8351795652683154,-0.9047598429011787,1.2223729986809921,-1.1713345834494628,0.8375128479908036,1.501010854305518,-0.8187562874102947,0.8911417347539425,-0.5634747756661544,1.784919623790513,-0.1906452863717918,-1.277761489333968,-0.009998779779611056,0.6251838916572041,-0.21126174128188668,-0.1535870744534076,-0.25694486572331976,1.060675280391529,0.33369091068816237,3
8,-6.4132071937097574,6.135165928656095,0.28048615372722274,-0.20219354228015216,-1.1499821885710282,-0.5789432367056685,-1.4125044418676722,-1.3140904189600684,-2.24608158907969,-1.2600580944341382,-0.4309036535956189,-0.6998382761175526,-0.7245182277314535,-0.16234867705141642,-1.4235781686265099,-0.4599404927172773,0.8574201949941462,0.9178419360662509,0.6448324241037039,-1.466272694284123,-0.7500013147133877,0.8967873480788364,-0.7945724205674192,-0.01736512157397,-0.23528955992831035,3
9,-6.425661997130144,1.559100654135852,-1.5465216306595095,0.2087730142609523,-1.341009106928324,1.161554960962549,0.13662711900490265,1.4628071310049897,1.432877629090612,-0.5917785351333689,1.2594121346491791,1.3229621476870919,-0.02174848559455156,0.10688842404756937,-0.5413636676666607,1.3670724090148632,0.6303906750021302,0.8861697010671654,-0.25665483592407723,0.13162684870649954,-0.3199218034644369,-0.0018047177428064665,-0.6369190031587526,0.37965602371752316,0.4010824248254351,3
